locus_tag	ftype	length_bp	gene	EC_number	COG	product
BEKADICB_00001	gene	732				
BEKADICB_00001	CDS	732				hypothetical protein
BEKADICB_00002	gene	462				
BEKADICB_00002	CDS	462				hypothetical protein
BEKADICB_00003	gene	438				
BEKADICB_00003	CDS	438				hypothetical protein
BEKADICB_00004	gene	939				
BEKADICB_00004	CDS	939				hypothetical protein
BEKADICB_00005	gene	123				
BEKADICB_00005	CDS	123				hypothetical protein
BEKADICB_00006	gene	774				
BEKADICB_00006	CDS	774				hypothetical protein
BEKADICB_00007	gene	222				
BEKADICB_00007	CDS	222				hypothetical protein
BEKADICB_00008	gene	249				
BEKADICB_00008	CDS	249				hypothetical protein
BEKADICB_00009	gene	993	galE			
BEKADICB_00009	CDS	993	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
BEKADICB_00010	gene	891	gtaB_1			
BEKADICB_00010	CDS	891	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BEKADICB_00011	gene	2550				
BEKADICB_00011	CDS	2550				hypothetical protein
BEKADICB_00012	gene	216				
BEKADICB_00012	CDS	216				hypothetical protein
BEKADICB_00013	gene	318				
BEKADICB_00013	CDS	318				hypothetical protein
BEKADICB_00014	gene	1095				
BEKADICB_00014	CDS	1095				hypothetical protein
BEKADICB_00015	gene	804	kpsM			
BEKADICB_00015	CDS	804	kpsM		COG1682	Polysialic acid transport protein KpsM
BEKADICB_00016	gene	903				
BEKADICB_00016	CDS	903				hypothetical protein
BEKADICB_00017	gene	1752				
BEKADICB_00017	CDS	1752				hypothetical protein
BEKADICB_00018	gene	1245	mshA_1			
BEKADICB_00018	CDS	1245	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BEKADICB_00019	gene	597				
BEKADICB_00019	CDS	597				hypothetical protein
BEKADICB_00020	gene	774				
BEKADICB_00020	CDS	774				hypothetical protein
BEKADICB_00021	gene	1605	mhpE			
BEKADICB_00021	CDS	1605	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
BEKADICB_00022	gene	741	kpsU			
BEKADICB_00022	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
BEKADICB_00023	gene	714	gph_1			
BEKADICB_00023	CDS	714	gph_1	3.1.3.18		Phosphoglycolate phosphatase
BEKADICB_00024	gene	786				
BEKADICB_00024	CDS	786				hypothetical protein
BEKADICB_00025	gene	1377	glmM_1			
BEKADICB_00025	CDS	1377	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
BEKADICB_00026	gene	1461	algA			
BEKADICB_00026	CDS	1461	algA		COG0662	Alginate biosynthesis protein AlgA
BEKADICB_00027	gene	993				
BEKADICB_00027	CDS	993				hypothetical protein
BEKADICB_00028	gene	1155	ybhS			
BEKADICB_00028	CDS	1155	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
BEKADICB_00029	gene	1143				
BEKADICB_00029	CDS	1143				hypothetical protein
BEKADICB_00030	gene	1074	dmlA			
BEKADICB_00030	CDS	1074	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
BEKADICB_00031	gene	561	sutR			
