locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJDDMNIP_00001	gene	504				
GJDDMNIP_00001	CDS	504				hypothetical protein
GJDDMNIP_00002	gene	609				
GJDDMNIP_00002	CDS	609				hypothetical protein
GJDDMNIP_00003	gene	1098				
GJDDMNIP_00003	CDS	1098				hypothetical protein
GJDDMNIP_00004	gene	204				
GJDDMNIP_00004	CDS	204				hypothetical protein
GJDDMNIP_00005	gene	348	ibpA_1			
GJDDMNIP_00005	CDS	348	ibpA_1			Small heat shock protein IbpA
GJDDMNIP_00006	gene	468				
GJDDMNIP_00006	CDS	468				hypothetical protein
GJDDMNIP_00007	gene	165				
GJDDMNIP_00007	CDS	165				hypothetical protein
GJDDMNIP_00008	gene	1191				
GJDDMNIP_00008	CDS	1191			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
GJDDMNIP_00009	gene	801	arnA			
GJDDMNIP_00009	CDS	801	arnA	2.1.2.13		Bifunctional polymyxin resistance protein ArnA
GJDDMNIP_00010	gene	801				
GJDDMNIP_00010	CDS	801				hypothetical protein
GJDDMNIP_00011	gene	1842				
GJDDMNIP_00011	CDS	1842				hypothetical protein
GJDDMNIP_00012	gene	213				
GJDDMNIP_00012	CDS	213				hypothetical protein
GJDDMNIP_00013	gene	879				
GJDDMNIP_00013	CDS	879				hypothetical protein
GJDDMNIP_00014	gene	954	rhaS_1			
GJDDMNIP_00014	CDS	954	rhaS_1			HTH-type transcriptional activator RhaS
GJDDMNIP_00015	gene	570	yajO_1			
GJDDMNIP_00015	CDS	570	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GJDDMNIP_00016	gene	429	iolS_1			
GJDDMNIP_00016	CDS	429	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
GJDDMNIP_00017	gene	1155	pseC			
GJDDMNIP_00017	CDS	1155	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
GJDDMNIP_00018	gene	1077	pseI			
GJDDMNIP_00018	CDS	1077	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
GJDDMNIP_00019	gene	366				
GJDDMNIP_00019	CDS	366				hypothetical protein
GJDDMNIP_00020	gene	1857				
GJDDMNIP_00020	CDS	1857				hypothetical protein
GJDDMNIP_00021	gene	909	fcf1			
GJDDMNIP_00021	CDS	909	fcf1	1.1.1.266		dTDP-4-dehydro-6-deoxyglucose reductase
GJDDMNIP_00022	gene	1122	purD_1			
GJDDMNIP_00022	CDS	1122	purD_1	6.3.4.13		Phosphoribosylamine--glycine ligase
GJDDMNIP_00023	gene	468				
GJDDMNIP_00023	CDS	468				hypothetical protein
GJDDMNIP_00024	gene	780				
GJDDMNIP_00024	CDS	780				hypothetical protein
GJDDMNIP_00025	gene	2337	fpvA			
GJDDMNIP_00025	CDS	2337	fpvA		COG4773	Ferripyoverdine receptor
GJDDMNIP_00026	gene	951	fecR_1			
GJDDMNIP_00026	CDS	951	fecR_1		COG3712	Protein FecR
GJDDMNIP_00027	gene	513	sigM			
GJDDMNIP_00027	CDS	513	sigM		COG1595	ECF RNA polymerase sigma factor SigM
GJDDMNIP_00028	gene	870	kce_1			
GJDDMNIP_00028	CDS	870	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
GJDDMNIP_00029	gene	144				
GJDDMNIP_00029	CDS	144				hypothetical protein
GJDDMNIP_00030	gene	396				
GJDDMNIP_00030	CDS	396				hypothetical protein
GJDDMNIP_00031	gene	246				
GJDDMNIP_00031	CDS	246				hypothetical protein
GJDDMNIP_00032	gene	186	parD1_1			
GJDDMNIP_00032	CDS	186	parD1_1		COG3609	Antitoxin ParD1
GJDDMNIP_00033	gene	111				
GJDDMNIP_00033	CDS	111				hypothetical protein
GJDDMNIP_00034	gene	348				
GJDDMNIP_00034	CDS	348				hypothetical protein
GJDDMNIP_00035	gene	1173				
GJDDMNIP_00035	CDS	1173			COG1373	putative protein
GJDDMNIP_00036	gene	210				
GJDDMNIP_00036	CDS	210				hypothetical protein
GJDDMNIP_00037	gene	279				
GJDDMNIP_00037	CDS	279				hypothetical protein
GJDDMNIP_00038	gene	510				
GJDDMNIP_00038	CDS	510				hypothetical protein
GJDDMNIP_00039	gene	183				
GJDDMNIP_00039	CDS	183				hypothetical protein
GJDDMNIP_00040	gene	324				
GJDDMNIP_00040	CDS	324				hypothetical protein
GJDDMNIP_00041	gene	228				
GJDDMNIP_00041	CDS	228				hypothetical protein
GJDDMNIP_00042	gene	756				
GJDDMNIP_00042	CDS	756				IS1182 family transposase ISPse1
GJDDMNIP_00043	gene	426				
GJDDMNIP_00043	CDS	426				hypothetical protein
GJDDMNIP_00044	gene	324				
GJDDMNIP_00044	CDS	324				IS3 family transposase ISRtr2
GJDDMNIP_00045	gene	732				
GJDDMNIP_00045	CDS	732				hypothetical protein
GJDDMNIP_00046	gene	843	fliC			
GJDDMNIP_00046	CDS	843	fliC		COG1344	Flagellin
GJDDMNIP_00047	gene	249				
GJDDMNIP_00047	CDS	249				hypothetical protein
GJDDMNIP_00048	gene	1188				
GJDDMNIP_00048	CDS	1188				hypothetical protein
GJDDMNIP_00049	gene	666	flgD			
GJDDMNIP_00049	CDS	666	flgD		COG1843	Basal-body rod modification protein FlgD
GJDDMNIP_00050	gene	348				
GJDDMNIP_00050	CDS	348				hypothetical protein
