locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGLACNEJ_00001	gene	165				
AGLACNEJ_00001	CDS	165				hypothetical protein
AGLACNEJ_00002	gene	150				
AGLACNEJ_00002	CDS	150				hypothetical protein
AGLACNEJ_00003	gene	1443	gltD			
AGLACNEJ_00003	CDS	1443	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
AGLACNEJ_00004	gene	4539	gltB			
AGLACNEJ_00004	CDS	4539	gltB	1.4.1.13		Glutamate synthase [NADPH] large chain
AGLACNEJ_00005	gene	1467				
AGLACNEJ_00005	CDS	1467				hypothetical protein
AGLACNEJ_00006	gene	477				
AGLACNEJ_00006	CDS	477				hypothetical protein
AGLACNEJ_00007	gene	417	arfB			
AGLACNEJ_00007	CDS	417	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
AGLACNEJ_00008	gene	636				
AGLACNEJ_00008	CDS	636				queuosine precursor transporter
AGLACNEJ_00009	gene	1656	yfkN			
AGLACNEJ_00009	CDS	1656	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
AGLACNEJ_00010	gene	885	mepA			
AGLACNEJ_00010	CDS	885	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
AGLACNEJ_00011	gene	1362				
AGLACNEJ_00011	CDS	1362				hypothetical protein
AGLACNEJ_00012	gene	486				
AGLACNEJ_00012	CDS	486				hypothetical protein
AGLACNEJ_00013	gene	444				
AGLACNEJ_00013	CDS	444				hypothetical protein
AGLACNEJ_00014	gene	1464				
AGLACNEJ_00014	rRNA	1464				16S ribosomal RNA
AGLACNEJ_00015	gene	77				
AGLACNEJ_00015	tRNA	77				tRNA-Ile(gat)
AGLACNEJ_00016	gene	76				
AGLACNEJ_00016	tRNA	76				tRNA-Ala(tgc)
AGLACNEJ_00017	gene	2870				
AGLACNEJ_00017	rRNA	2870				23S ribosomal RNA
AGLACNEJ_00018	gene	102				
AGLACNEJ_00018	rRNA	102				5S ribosomal RNA
AGLACNEJ_00019	gene	77				
AGLACNEJ_00019	tRNA	77				tRNA-Met(cat)
AGLACNEJ_00020	gene	177				
AGLACNEJ_00020	CDS	177				hypothetical protein
AGLACNEJ_00021	gene	2088	ftsH_1			
AGLACNEJ_00021	CDS	2088	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
AGLACNEJ_00022	gene	549				
AGLACNEJ_00022	CDS	549				hypothetical protein
AGLACNEJ_00023	gene	537				
AGLACNEJ_00023	CDS	537				hypothetical protein
AGLACNEJ_00024	gene	141				
AGLACNEJ_00024	CDS	141				hypothetical protein
AGLACNEJ_00025	gene	516	hcpA_1			
AGLACNEJ_00025	CDS	516	hcpA_1		COG3157	Major exported protein
AGLACNEJ_00026	gene	273				
AGLACNEJ_00026	CDS	273				hypothetical protein
AGLACNEJ_00027	gene	381				
AGLACNEJ_00027	CDS	381				hypothetical protein
AGLACNEJ_00028	gene	852				
AGLACNEJ_00028	CDS	852				hypothetical protein
AGLACNEJ_00029	gene	114				
AGLACNEJ_00029	CDS	114				hypothetical protein
AGLACNEJ_00030	gene	438				
AGLACNEJ_00030	CDS	438				hypothetical protein
AGLACNEJ_00031	gene	2097	vgrG1_1			
AGLACNEJ_00031	CDS	2097	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
AGLACNEJ_00032	gene	456				
AGLACNEJ_00032	CDS	456				hypothetical protein
AGLACNEJ_00033	gene	2322	dnaA_1			
AGLACNEJ_00033	CDS	2322	dnaA_1			Chromosomal replication initiator protein DnaA
AGLACNEJ_00034	gene	486				
