locus_tag	ftype	length_bp	gene	EC_number	COG	product
NKHAFMMO_00001	gene	1011				
NKHAFMMO_00001	CDS	1011			COG2826	IS30 family transposase ISPye54
NKHAFMMO_00002	gene	1625				
NKHAFMMO_00002	rRNA	1625				23S ribosomal RNA (partial)
NKHAFMMO_00003	gene	1461				
NKHAFMMO_00003	rRNA	1461				16S ribosomal RNA
NKHAFMMO_00004	gene	76				
NKHAFMMO_00004	tRNA	76				tRNA-Ala(tgc)
NKHAFMMO_00005	gene	77				
NKHAFMMO_00005	tRNA	77				tRNA-Ile(gat)
NKHAFMMO_00006	gene	1181				
NKHAFMMO_00006	rRNA	1181				23S ribosomal RNA (partial)
NKHAFMMO_00007	gene	2406				
NKHAFMMO_00007	CDS	2406				hypothetical protein
NKHAFMMO_00008	gene	1251				
NKHAFMMO_00008	CDS	1251				hypothetical protein
NKHAFMMO_00009	gene	109				
NKHAFMMO_00009	rRNA	109				5S ribosomal RNA
NKHAFMMO_00010	gene	77				
NKHAFMMO_00010	tRNA	77				tRNA-Met(cat)
NKHAFMMO_00011	gene	1536				
NKHAFMMO_00011	CDS	1536				hypothetical protein
NKHAFMMO_00012	gene	264				
NKHAFMMO_00012	CDS	264				hypothetical protein
NKHAFMMO_00013	gene	735	ydiO			
NKHAFMMO_00013	CDS	735	ydiO	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
NKHAFMMO_00014	gene	237				
NKHAFMMO_00014	CDS	237				hypothetical protein
NKHAFMMO_00015	gene	171				
NKHAFMMO_00015	CDS	171				hypothetical protein
NKHAFMMO_00016	gene	357				
NKHAFMMO_00016	CDS	357				hypothetical protein
NKHAFMMO_00017	gene	1134				
NKHAFMMO_00017	CDS	1134			COG3177	putative protein
NKHAFMMO_00018	gene	2217				
NKHAFMMO_00018	CDS	2217				hypothetical protein
NKHAFMMO_00019	gene	1062				
NKHAFMMO_00019	CDS	1062				hypothetical protein
NKHAFMMO_00020	gene	1203				
NKHAFMMO_00020	CDS	1203				Iron-sulfur cluster carrier protein
NKHAFMMO_00021	gene	996	noc_1			
NKHAFMMO_00021	CDS	996	noc_1			Nucleoid occlusion protein
NKHAFMMO_00022	gene	831				
NKHAFMMO_00022	CDS	831				hypothetical protein
NKHAFMMO_00023	gene	642				
NKHAFMMO_00023	CDS	642				hypothetical protein
NKHAFMMO_00024	gene	303				
NKHAFMMO_00024	CDS	303				hypothetical protein
NKHAFMMO_00025	gene	321				
NKHAFMMO_00025	CDS	321				hypothetical protein
NKHAFMMO_00026	gene	501				
NKHAFMMO_00026	CDS	501				hypothetical protein
NKHAFMMO_00027	gene	939				
NKHAFMMO_00027	CDS	939				hypothetical protein
NKHAFMMO_00028	gene	297				
NKHAFMMO_00028	CDS	297				hypothetical protein
NKHAFMMO_00029	gene	660				
NKHAFMMO_00029	CDS	660				hypothetical protein
NKHAFMMO_00030	gene	285	higB-1			
NKHAFMMO_00030	CDS	285	higB-1		COG3549	Toxin HigB-1
NKHAFMMO_00031	gene	318				
NKHAFMMO_00031	CDS	318				hypothetical protein
NKHAFMMO_00032	gene	759				
NKHAFMMO_00032	CDS	759				hypothetical protein
NKHAFMMO_00033	gene	720				
NKHAFMMO_00033	CDS	720				hypothetical protein
NKHAFMMO_00034	gene	138				
NKHAFMMO_00034	CDS	138				hypothetical protein
NKHAFMMO_00035	gene	705				
NKHAFMMO_00035	CDS	705				hypothetical protein
NKHAFMMO_00036	gene	540	hin			
NKHAFMMO_00036	CDS	540	hin		COG1961	DNA-invertase hin
NKHAFMMO_00037	gene	309				
NKHAFMMO_00037	CDS	309				hypothetical protein
NKHAFMMO_00038	gene	234				
NKHAFMMO_00038	CDS	234				hypothetical protein
NKHAFMMO_00039	gene	831				
NKHAFMMO_00039	CDS	831				hypothetical protein
NKHAFMMO_00040	gene	2412				
NKHAFMMO_00040	CDS	2412				hypothetical protein
NKHAFMMO_00041	gene	1629				
NKHAFMMO_00041	CDS	1629				hypothetical protein
NKHAFMMO_00042	gene	588				
NKHAFMMO_00042	CDS	588				hypothetical protein
NKHAFMMO_00043	gene	396				
NKHAFMMO_00043	CDS	396				hypothetical protein
NKHAFMMO_00044	gene	312				
NKHAFMMO_00044	CDS	312				hypothetical protein
NKHAFMMO_00045	gene	420				
NKHAFMMO_00045	CDS	420				hypothetical protein
NKHAFMMO_00046	gene	456				
NKHAFMMO_00046	CDS	456				hypothetical protein
NKHAFMMO_00047	gene	303				
