locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCOJGGDE_00001	gene	624				
FCOJGGDE_00001	CDS	624				IS66 family transposase ISPye9
FCOJGGDE_00002	gene	345				
FCOJGGDE_00002	CDS	345				hypothetical protein
FCOJGGDE_00003	gene	375				
FCOJGGDE_00003	CDS	375				hypothetical protein
FCOJGGDE_00004	gene	516				
FCOJGGDE_00004	CDS	516				hypothetical protein
FCOJGGDE_00005	gene	1059				
FCOJGGDE_00005	CDS	1059			COG1638	Solute-binding protein
FCOJGGDE_00006	gene	1290	siaT			
FCOJGGDE_00006	CDS	1290	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
FCOJGGDE_00007	gene	591				
FCOJGGDE_00007	CDS	591				hypothetical protein
FCOJGGDE_00008	gene	546	ntaB			
FCOJGGDE_00008	CDS	546	ntaB	1.5.1.42		FMN reductase (NADH) NtaB
FCOJGGDE_00009	gene	891	ydhF			
FCOJGGDE_00009	CDS	891	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
FCOJGGDE_00010	gene	1158	msuD			
FCOJGGDE_00010	CDS	1158	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
FCOJGGDE_00011	gene	702	nagR_1			
FCOJGGDE_00011	CDS	702	nagR_1		COG2188	HTH-type transcriptional repressor NagR
FCOJGGDE_00012	gene	1113	iolG_1			
FCOJGGDE_00012	CDS	1113	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FCOJGGDE_00013	gene	888	argP			
FCOJGGDE_00013	CDS	888	argP			HTH-type transcriptional regulator ArgP
FCOJGGDE_00014	gene	831	meh			
FCOJGGDE_00014	CDS	831	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
FCOJGGDE_00015	gene	1149	mmgC_1			
FCOJGGDE_00015	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FCOJGGDE_00016	gene	1170	yfdE			
FCOJGGDE_00016	CDS	1170	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
FCOJGGDE_00017	gene	1008	dctP			
FCOJGGDE_00017	CDS	1008	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
FCOJGGDE_00018	gene	711	dctQ			
FCOJGGDE_00018	CDS	711	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
FCOJGGDE_00019	gene	1395	dctM			
FCOJGGDE_00019	CDS	1395	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FCOJGGDE_00020	gene	76				
FCOJGGDE_00020	tRNA	76				tRNA-Lys(ttt)
FCOJGGDE_00021	gene	849	dapF			
FCOJGGDE_00021	CDS	849	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FCOJGGDE_00022	gene	1254	mtaB			
FCOJGGDE_00022	CDS	1254	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FCOJGGDE_00023	gene	1209	gntR_1			
FCOJGGDE_00023	CDS	1209	gntR_1			HTH-type transcriptional regulator GntR
FCOJGGDE_00024	gene	1143	baiN			
FCOJGGDE_00024	CDS	1143	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
FCOJGGDE_00025	gene	1329				
FCOJGGDE_00025	CDS	1329				hypothetical protein
FCOJGGDE_00026	gene	306				
FCOJGGDE_00026	CDS	306				hypothetical protein
FCOJGGDE_00027	gene	1098				
FCOJGGDE_00027	CDS	1098				hypothetical protein
FCOJGGDE_00028	gene	1014				
FCOJGGDE_00028	CDS	1014				hypothetical protein
FCOJGGDE_00029	gene	486				
FCOJGGDE_00029	CDS	486				hypothetical protein
FCOJGGDE_00030	gene	2553	leuS			
FCOJGGDE_00030	CDS	2553	leuS	6.1.1.4		Leucine--tRNA ligase
FCOJGGDE_00031	gene	546				
FCOJGGDE_00031	CDS	546				hypothetical protein
FCOJGGDE_00032	gene	1011	opmA			
FCOJGGDE_00032	CDS	1011	opmA			Porin
FCOJGGDE_00033	gene	654				
FCOJGGDE_00033	CDS	654			COG0325	Pyridoxal phosphate homeostasis protein
FCOJGGDE_00034	gene	504				
FCOJGGDE_00034	CDS	504				hypothetical protein
FCOJGGDE_00035	gene	1083	ribA			
FCOJGGDE_00035	CDS	1083	ribA	3.5.4.25		GTP cyclohydrolase-2
FCOJGGDE_00036	gene	687	walR			
FCOJGGDE_00036	CDS	687	walR		COG0745	Transcriptional regulatory protein WalR
FCOJGGDE_00037	gene	153				
FCOJGGDE_00037	CDS	153				hypothetical protein
FCOJGGDE_00038	gene	366				
FCOJGGDE_00038	CDS	366				hypothetical protein
FCOJGGDE_00039	gene	789	xthA_1			
FCOJGGDE_00039	CDS	789	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
FCOJGGDE_00040	gene	3207				
FCOJGGDE_00040	CDS	3207		1.14.13.239		Carnitine monooxygenase reductase subunit
FCOJGGDE_00041	gene	1239				
FCOJGGDE_00041	CDS	1239		1.5.1.43		Carboxynorspermidine synthase
FCOJGGDE_00042	gene	1095	nspC			
FCOJGGDE_00042	CDS	1095	nspC	4.1.1.96	COG0019	Carboxynorspermidine/carboxyspermidine decarboxylase
FCOJGGDE_00043	gene	471				
FCOJGGDE_00043	CDS	471				hypothetical protein
FCOJGGDE_00044	gene	570				
FCOJGGDE_00044	CDS	570				hypothetical protein
FCOJGGDE_00045	gene	705				
FCOJGGDE_00045	CDS	705				hypothetical protein
FCOJGGDE_00046	gene	291				
FCOJGGDE_00046	CDS	291				hypothetical protein
FCOJGGDE_00047	gene	471				
FCOJGGDE_00047	CDS	471				hypothetical protein
FCOJGGDE_00048	gene	639	rnhB			
FCOJGGDE_00048	CDS	639	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FCOJGGDE_00049	gene	1119				
FCOJGGDE_00049	CDS	1119				hypothetical protein
FCOJGGDE_00050	gene	1140	alkB2			
FCOJGGDE_00050	CDS	1140	alkB2	1.14.15.3		Alkane 1-monooxygenase 2
FCOJGGDE_00051	gene	1023	mutY			
FCOJGGDE_00051	CDS	1023	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
FCOJGGDE_00052	gene	543				
FCOJGGDE_00052	CDS	543				hypothetical protein
FCOJGGDE_00053	gene	621				
FCOJGGDE_00053	CDS	621				hypothetical protein
FCOJGGDE_00054	gene	1134	uctC			
FCOJGGDE_00054	CDS	1134	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
FCOJGGDE_00055	gene	603	ynjF			
FCOJGGDE_00055	CDS	603	ynjF		COG0558	Inner membrane protein YnjF
FCOJGGDE_00056	gene	1185	ynjB			
FCOJGGDE_00056	CDS	1185	ynjB		COG4134	Protein YnjB
FCOJGGDE_00057	gene	1704				
FCOJGGDE_00057	CDS	1704				hypothetical protein
FCOJGGDE_00058	gene	630	fbpC			
FCOJGGDE_00058	CDS	630	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
FCOJGGDE_00059	gene	342				
FCOJGGDE_00059	CDS	342				hypothetical protein
FCOJGGDE_00060	gene	444	moaE			
FCOJGGDE_00060	CDS	444	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FCOJGGDE_00061	gene	249	moaD			
FCOJGGDE_00061	CDS	249	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
FCOJGGDE_00062	gene	624	pgsA			
FCOJGGDE_00062	CDS	624	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FCOJGGDE_00063	gene	1047	epmA			
FCOJGGDE_00063	CDS	1047	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
FCOJGGDE_00064	gene	567	efp_1			
FCOJGGDE_00064	CDS	567	efp_1			Elongation factor P
FCOJGGDE_00065	gene	732				
FCOJGGDE_00065	CDS	732				hypothetical protein
FCOJGGDE_00066	gene	378				
FCOJGGDE_00066	CDS	378				hypothetical protein
FCOJGGDE_00067	gene	2454	gyrB			
FCOJGGDE_00067	CDS	2454	gyrB	5.6.2.2		DNA gyrase subunit B
FCOJGGDE_00068	gene	621				
FCOJGGDE_00068	CDS	621				hypothetical protein
FCOJGGDE_00069	gene	804				
FCOJGGDE_00069	CDS	804				hypothetical protein
FCOJGGDE_00070	gene	426				
FCOJGGDE_00070	CDS	426				hypothetical protein
FCOJGGDE_00071	gene	1095	recF			
FCOJGGDE_00071	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
FCOJGGDE_00072	gene	1119	dnaN			
FCOJGGDE_00072	CDS	1119	dnaN			Beta sliding clamp
FCOJGGDE_00073	gene	1350	dnaA			
FCOJGGDE_00073	CDS	1350	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FCOJGGDE_00074	gene	276	rpsT			
FCOJGGDE_00074	CDS	276	rpsT		COG0268	30S ribosomal protein S20
FCOJGGDE_00075	gene	777	echA8			
