locus_tag	ftype	length_bp	gene	EC_number	COG	product
JLFAFLNG_00001	gene	720	fliP			
JLFAFLNG_00001	CDS	720	fliP		COG1338	Flagellar biosynthetic protein FliP
JLFAFLNG_00002	gene	279				
JLFAFLNG_00002	CDS	279				hypothetical protein
JLFAFLNG_00003	gene	597				
JLFAFLNG_00003	CDS	597				hypothetical protein
JLFAFLNG_00004	gene	1566				
JLFAFLNG_00004	CDS	1566				hypothetical protein
JLFAFLNG_00005	gene	477				
JLFAFLNG_00005	CDS	477				hypothetical protein
JLFAFLNG_00006	gene	372				
JLFAFLNG_00006	CDS	372				hypothetical protein
JLFAFLNG_00007	gene	564				
JLFAFLNG_00007	CDS	564				hypothetical protein
JLFAFLNG_00008	gene	870	motA			
JLFAFLNG_00008	CDS	870	motA		COG1291	Motility protein A
JLFAFLNG_00009	gene	2166				
JLFAFLNG_00009	CDS	2166				hypothetical protein
JLFAFLNG_00010	gene	696				
JLFAFLNG_00010	CDS	696				hypothetical protein
JLFAFLNG_00011	gene	2082	flhA_1			
JLFAFLNG_00011	CDS	2082	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
JLFAFLNG_00012	gene	768				
JLFAFLNG_00012	CDS	768				hypothetical protein
JLFAFLNG_00013	gene	1095	flhB			
JLFAFLNG_00013	CDS	1095	flhB		COG1377	Flagellar biosynthetic protein FlhB
JLFAFLNG_00014	gene	339				
JLFAFLNG_00014	CDS	339				hypothetical protein
JLFAFLNG_00015	gene	453				
JLFAFLNG_00015	CDS	453				hypothetical protein
JLFAFLNG_00016	gene	723	flgH			
JLFAFLNG_00016	CDS	723	flgH			Flagellar L-ring protein
JLFAFLNG_00017	gene	417				
JLFAFLNG_00017	CDS	417				hypothetical protein
JLFAFLNG_00018	gene	786	flgG_1			
JLFAFLNG_00018	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
JLFAFLNG_00019	gene	714	flgG_2			
JLFAFLNG_00019	CDS	714	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
JLFAFLNG_00020	gene	270				
JLFAFLNG_00020	CDS	270				hypothetical protein
JLFAFLNG_00021	gene	279	fliE			
JLFAFLNG_00021	CDS	279	fliE			Flagellar hook-basal body complex protein FliE
JLFAFLNG_00022	gene	378	flgC			
JLFAFLNG_00022	CDS	378	flgC		COG1558	Flagellar basal-body rod protein FlgC
JLFAFLNG_00023	gene	381				
JLFAFLNG_00023	CDS	381				hypothetical protein
JLFAFLNG_00024	gene	1317	fliI			
JLFAFLNG_00024	CDS	1317	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
JLFAFLNG_00025	gene	810				
JLFAFLNG_00025	CDS	810				hypothetical protein
JLFAFLNG_00026	gene	405	flbT			
JLFAFLNG_00026	CDS	405	flbT			flagellum biosynthesis repressor protein FlbT
JLFAFLNG_00027	gene	381				
JLFAFLNG_00027	CDS	381				hypothetical protein
JLFAFLNG_00028	gene	1281				
JLFAFLNG_00028	CDS	1281				hypothetical protein
JLFAFLNG_00029	gene	336				
JLFAFLNG_00029	CDS	336				hypothetical protein
JLFAFLNG_00030	gene	282				
JLFAFLNG_00030	CDS	282				hypothetical protein
JLFAFLNG_00031	gene	1236				
JLFAFLNG_00031	CDS	1236				hypothetical protein
JLFAFLNG_00032	gene	600				
JLFAFLNG_00032	CDS	600				hypothetical protein
JLFAFLNG_00033	gene	669				
JLFAFLNG_00033	CDS	669				hypothetical protein
JLFAFLNG_00034	gene	600				
JLFAFLNG_00034	CDS	600				hypothetical protein
JLFAFLNG_00035	gene	180				
JLFAFLNG_00035	CDS	180				hypothetical protein
JLFAFLNG_00036	gene	645	lon2			
JLFAFLNG_00036	CDS	645	lon2	3.4.21.53	COG0466	Lon protease 2
JLFAFLNG_00037	gene	909	cnoX			
JLFAFLNG_00037	CDS	909	cnoX		COG3118	Chaperedoxin
JLFAFLNG_00038	gene	633				
JLFAFLNG_00038	CDS	633				hypothetical protein
JLFAFLNG_00039	gene	789	xthA_1			
JLFAFLNG_00039	CDS	789	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
JLFAFLNG_00040	gene	687	walR_1			
JLFAFLNG_00040	CDS	687	walR_1		COG0745	Transcriptional regulatory protein WalR
JLFAFLNG_00041	gene	1089	ribA			
JLFAFLNG_00041	CDS	1089	ribA	3.5.4.25		GTP cyclohydrolase-2
JLFAFLNG_00042	gene	537				
JLFAFLNG_00042	CDS	537				hypothetical protein
JLFAFLNG_00043	gene	1122	ispG			
JLFAFLNG_00043	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
JLFAFLNG_00044	gene	1188				
JLFAFLNG_00044	CDS	1188				hypothetical protein
JLFAFLNG_00045	gene	1230	hemA			
JLFAFLNG_00045	CDS	1230	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
JLFAFLNG_00046	gene	399				
JLFAFLNG_00046	CDS	399				hypothetical protein
JLFAFLNG_00047	gene	1380	dapE_1			
JLFAFLNG_00047	CDS	1380	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
JLFAFLNG_00048	gene	71				
JLFAFLNG_00048	tRNA	71				tRNA-Leu(aag)
JLFAFLNG_00049	gene	168	rpmG			
JLFAFLNG_00049	CDS	168	rpmG		COG0267	50S ribosomal protein L33
JLFAFLNG_00050	gene	645				
JLFAFLNG_00050	CDS	645				hypothetical protein
JLFAFLNG_00051	gene	810	cysE			
JLFAFLNG_00051	CDS	810	cysE	2.3.1.30	COG1045	Serine acetyltransferase
JLFAFLNG_00052	gene	3885				
JLFAFLNG_00052	CDS	3885				hypothetical protein
JLFAFLNG_00053	gene	441				
JLFAFLNG_00053	CDS	441				hypothetical protein
JLFAFLNG_00054	gene	879				
JLFAFLNG_00054	CDS	879				hypothetical protein
JLFAFLNG_00055	gene	633				
JLFAFLNG_00055	CDS	633				hypothetical protein
JLFAFLNG_00056	gene	654				
JLFAFLNG_00056	CDS	654				hypothetical protein
JLFAFLNG_00057	gene	225				
JLFAFLNG_00057	CDS	225				hypothetical protein
JLFAFLNG_00058	gene	351				
JLFAFLNG_00058	CDS	351				hypothetical protein
JLFAFLNG_00059	gene	414				
JLFAFLNG_00059	CDS	414				hypothetical protein
JLFAFLNG_00060	gene	399				
JLFAFLNG_00060	CDS	399				hypothetical protein
JLFAFLNG_00061	gene	339				
JLFAFLNG_00061	CDS	339				hypothetical protein
JLFAFLNG_00062	gene	585				
JLFAFLNG_00062	CDS	585				hypothetical protein
JLFAFLNG_00063	gene	1179				
JLFAFLNG_00063	CDS	1179				hypothetical protein
JLFAFLNG_00064	gene	552				
JLFAFLNG_00064	CDS	552				hypothetical protein
JLFAFLNG_00065	gene	246				
JLFAFLNG_00065	CDS	246				hypothetical protein
JLFAFLNG_00066	gene	1176				
JLFAFLNG_00066	CDS	1176				hypothetical protein
JLFAFLNG_00067	gene	1407				
JLFAFLNG_00067	CDS	1407				hypothetical protein
JLFAFLNG_00068	gene	783	xthA_2			
JLFAFLNG_00068	CDS	783	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
JLFAFLNG_00069	gene	1020				
JLFAFLNG_00069	CDS	1020				hypothetical protein
JLFAFLNG_00070	gene	315				
JLFAFLNG_00070	CDS	315				hypothetical protein
JLFAFLNG_00071	gene	165				
JLFAFLNG_00071	CDS	165				hypothetical protein
JLFAFLNG_00072	gene	1185				
JLFAFLNG_00072	CDS	1185				hypothetical protein
JLFAFLNG_00073	gene	315				
JLFAFLNG_00073	CDS	315				hypothetical protein
JLFAFLNG_00074	gene	594				
JLFAFLNG_00074	CDS	594				hypothetical protein
JLFAFLNG_00075	gene	927	metAA			
JLFAFLNG_00075	CDS	927	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
JLFAFLNG_00076	gene	879				
JLFAFLNG_00076	CDS	879				hypothetical protein
JLFAFLNG_00077	gene	876				
JLFAFLNG_00077	CDS	876				hypothetical protein
JLFAFLNG_00078	gene	756				
JLFAFLNG_00078	CDS	756				hypothetical protein
JLFAFLNG_00079	gene	498				
JLFAFLNG_00079	CDS	498				hypothetical protein
JLFAFLNG_00080	gene	1260	lysC			
JLFAFLNG_00080	CDS	1260	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
JLFAFLNG_00081	gene	1650	mdoD			
JLFAFLNG_00081	CDS	1650	mdoD		COG3131	Glucans biosynthesis protein D
JLFAFLNG_00082	gene	2241	ptsP			
JLFAFLNG_00082	CDS	2241	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
JLFAFLNG_00083	gene	1131	tgt			
JLFAFLNG_00083	CDS	1131	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
JLFAFLNG_00084	gene	366				
JLFAFLNG_00084	CDS	366				hypothetical protein
JLFAFLNG_00085	gene	360	sufA			
JLFAFLNG_00085	CDS	360	sufA		COG0316	Protein SufA
JLFAFLNG_00086	gene	792	trpA			
JLFAFLNG_00086	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JLFAFLNG_00087	gene	396				
JLFAFLNG_00087	CDS	396				hypothetical protein
JLFAFLNG_00088	gene	438				
JLFAFLNG_00088	CDS	438				hypothetical protein
JLFAFLNG_00089	gene	1098	ychF_1			
JLFAFLNG_00089	CDS	1098	ychF_1		COG0012	Ribosome-binding ATPase YchF
JLFAFLNG_00090	gene	696	livF_1			
JLFAFLNG_00090	CDS	696	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JLFAFLNG_00091	gene	744	opuBA			
JLFAFLNG_00091	CDS	744	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
JLFAFLNG_00092	gene	1233				
JLFAFLNG_00092	CDS	1233				hypothetical protein
JLFAFLNG_00093	gene	1947				
JLFAFLNG_00093	CDS	1947				hypothetical protein
JLFAFLNG_00094	gene	1275	amiC			
JLFAFLNG_00094	CDS	1275	amiC			Aliphatic amidase expression-regulating protein
JLFAFLNG_00095	gene	1056	epmA			
JLFAFLNG_00095	CDS	1056	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
JLFAFLNG_00096	gene	567	efp			
JLFAFLNG_00096	CDS	567	efp			Elongation factor P
JLFAFLNG_00097	gene	684				
JLFAFLNG_00097	CDS	684				hypothetical protein
JLFAFLNG_00098	gene	1776	cya_1			
JLFAFLNG_00098	CDS	1776	cya_1		COG2931	Bifunctional hemolysin/adenylate cyclase
JLFAFLNG_00099	gene	918	cntI_1			
JLFAFLNG_00099	CDS	918	cntI_1			Pseudopaline exporter CntI
JLFAFLNG_00100	gene	879				
JLFAFLNG_00100	CDS	879				hypothetical protein
JLFAFLNG_00101	gene	219	infA			
JLFAFLNG_00101	CDS	219	infA			Translation initiation factor IF-1
JLFAFLNG_00102	gene	576	yhdE			
JLFAFLNG_00102	CDS	576	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
JLFAFLNG_00103	gene	1041	rng			
JLFAFLNG_00103	CDS	1041	rng	3.1.26.-	COG1530	Ribonuclease G
JLFAFLNG_00104	gene	165	yacG			
JLFAFLNG_00104	CDS	165	yacG			DNA gyrase inhibitor YacG
JLFAFLNG_00105	gene	1515	gpmI			
JLFAFLNG_00105	CDS	1515	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
JLFAFLNG_00106	gene	1128				
JLFAFLNG_00106	CDS	1128				hypothetical protein
JLFAFLNG_00107	gene	1329				
JLFAFLNG_00107	CDS	1329		3.4.21.-		putative CtpA-like serine protease
JLFAFLNG_00108	gene	471	rppH_1			
JLFAFLNG_00108	CDS	471	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
JLFAFLNG_00109	gene	783	suhB_1			
JLFAFLNG_00109	CDS	783	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JLFAFLNG_00110	gene	1101				
JLFAFLNG_00110	CDS	1101				hypothetical protein
JLFAFLNG_00111	gene	873				
